Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,45,99045,Dyer (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,20
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,49,99049,Fentress (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,21
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,53,99053,Gibson (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,45
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,55,99055,Giles (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,41
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,57,99057,Grainger (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,17
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,59,99059,Greene (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,297
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,63,99063,Hamblen (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,12
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,65,99065,Hamilton (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,194
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,67,99067,Hancock (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,185
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,71,99071,Hardin (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,116
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,73,99073,Hawkins (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,14
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,81,99081,Hickman (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,44
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,83,99083,Houston (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,118
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,85,99085,Humphreys (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,44
Severe Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,87,99087,Jackson (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,498
Severe Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,89,99089,Jefferson (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,517
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,91,99091,Johnson (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,228
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,93,99093,Knox (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,181
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,95,99095,Lake (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,208
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,97,99097,Lauderdale (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,62
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,99,99099,Lawrence (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,229
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,101,99101,Lewis (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,172
Severe Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,103,99103,Lincoln (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,444
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,105,99105,Loudon (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,17
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,109,99109,McNairy (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,17
Severe Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,115,99115,Marion (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,362
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,117,99117,Marshall (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,240
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,127,99127,Moore (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,51
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,129,99129,Morgan (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,196
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,131,99131,Obion (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,18
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,133,99133,Overton (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,18
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,135,99135,Perry (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,232
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,143,99143,Rhea (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,18
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,145,99145,Roane (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,46
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,147,99147,Robertson (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,48
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,151,99151,Scott (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,198
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,153,99153,Sequatchie (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,18
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,155,99155,Sevier (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,43
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,159,99159,Smith (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,89
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,167,99167,Tipton (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,35
Low Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,171,99171,Unicoi (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,15
Severe Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,173,99173,Union (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,306
Moderate Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,175,99175,Van Buren (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,69
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,177,99177,Warren (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,255
High Risk,DR-4427-TN,4427,TN,DR,4/17/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/19/2019 12:00:00 AM,3/30/2019 12:00:00 AM,,0,47,181,99181,Wayne (County),19013,,2019022201,4,,8/27/2024 6:22:15 PM,300
Low Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,9,99009,Blount (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,40
High Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,19,99019,Cherokee (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,185
Low Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,33,99033,Colbert (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,24
Moderate Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,49,99049,DeKalb (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,115
Severe Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,59,99059,Franklin (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,492
High Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,63,99063,Greene (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,297
Severe Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,71,99071,Jackson (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,498
Moderate Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,75,99075,Lamar (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,92
Severe Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,89,99089,Madison (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,379
Severe Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,93,99093,Marion (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,362
High Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,103,99103,Morgan (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,196
Low Risk,DR-4426-AL,4426,AL,DR,4/17/2019,2019,2019,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",0,0,1,1,2/19/2019 12:00:00 AM,3/20/2019 12:00:00 AM,,0,1,133,99133,Winston (County),19014,,2019022201,4,,8/27/2024 6:22:15 PM,41
Low Risk,DR-4425-CA,4425,CA,DR,4/8/2019,2019,2019,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2/14/2019 12:00:00 AM,2/15/2019 12:00:00 AM,,1,6,0,72468,Soboba Indian Reservation,19016,,2019031102,9,,8/27/2024 6:22:15 PM,4
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,1,99001,Adams (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,194
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,9,99009,Athens (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,19
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,13,99013,Belmont (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,22
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,15,99015,Brown (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,151
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,53,99053,Gallia (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,17
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,59,99059,Guernsey (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,17
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,73,99073,Hocking (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,18
Severe Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,79,99079,Jackson (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,498
Severe Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,81,99081,Jefferson (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,517
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,87,99087,Lawrence (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,229
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,105,99105,Meigs (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,34
Severe Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,111,99111,Monroe (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,348
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,115,99115,Morgan (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,196
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,119,99119,Muskingum (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,17
Moderate Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,121,99121,Noble (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,62
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,127,99127,Perry (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,232
High Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,131,99131,Pike (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,242
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,141,99141,Ross (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,16
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,145,99145,Scioto (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,18
Low Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,163,99163,Vinton (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,16
Severe Risk,DR-4424-OH,4424,OH,DR,4/8/2019,2019,2019,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2/5/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,0,39,167,99167,Washington (County),19015,,2019031502,5,,8/27/2024 6:22:15 PM,572
Low Risk,DR-4423-CA,4423,CA,DR,3/28/2019,2019,2019,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2/14/2019 12:00:00 AM,2/14/2019 12:00:00 AM,,1,6,0,9528,Cahuilla Indian Reservation,19012,,2019031101,9,,8/27/2024 6:22:15 PM,1
Low Risk,DR-4422-CA,4422,CA,DR,3/26/2019,2019,2019,Severe Storm,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2/14/2019 12:00:00 AM,2/15/2019 12:00:00 AM,,1,6,0,39374,La Jolla Indian Reservation,19008,,2019022001,9,,8/27/2024 6:22:15 PM,2
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,1,99001,Adair (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,91
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,3,99003,Adams (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,194
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,5,99005,Allamakee (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,22
