Risk_Categories,state,designatedArea,disaster_count,Coastal Storm,Dam/Levee Break,Earthquake,Fire,Flood,Hurricane,Mud/Landslide,Other,Severe Ice Storm,Severe Storm,Snowstorm,Straight-Line Winds,Tornado,Tropical Storm,Volcanic Eruption,Winter Storm,total_incidents,discrepancy
Low Risk,FL,Dixie (County),20,0,0,0,0,0,14,0,0,0,1,0,0,0,5,0,0,20,0
Low Risk,FL,Flagler (County),17,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,17,0
Low Risk,FL,Gadsden (County),19,0,0,0,0,0,14,0,0,0,1,0,0,0,4,0,0,19,0
Low Risk,FL,Gilchrist (County),20,0,0,0,0,0,14,0,0,0,1,0,0,0,5,0,0,20,0
Low Risk,FL,Glades (County),12,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,12,0
Low Risk,FL,Gulf (County),17,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,17,0
Low Risk,FL,Hardee (County),14,0,0,0,0,0,9,0,0,0,1,0,0,0,4,0,0,14,0
Low Risk,FL,Hendry (County),12,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,12,0
Low Risk,FL,Hernando (County),20,0,0,0,0,0,14,0,0,0,1,0,0,0,5,0,0,20,0
Low Risk,FL,Highlands (County),12,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,12,0
Low Risk,FL,Hillsborough (County),19,0,0,0,0,0,13,0,0,0,1,0,0,0,5,0,0,19,0
Low Risk,FL,Indian River (County),13,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,13,0
Low Risk,FL,Levy (County),20,0,0,0,0,0,14,0,0,0,1,0,0,0,5,0,0,20,0
Low Risk,FL,Manatee (County),20,0,0,0,0,0,14,0,0,0,1,0,0,0,5,0,0,20,0
Low Risk,FL,Miami-Dade (County),13,0,0,0,0,0,10,0,1,0,1,0,0,0,1,0,0,13,0
Low Risk,FL,Okaloosa (County),15,0,0,0,0,0,11,0,0,0,1,0,0,0,3,0,0,15,0
Low Risk,FL,Okeechobee (County),13,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,13,0
Low Risk,FL,Palm Beach (County),13,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,13,0
Low Risk,FL,Pasco (County),19,0,0,0,0,0,13,0,0,0,1,0,0,0,5,0,0,19,0
Low Risk,FL,Pinellas (County),19,0,0,0,0,0,13,0,0,0,1,0,0,0,5,0,0,19,0
Low Risk,FL,Santa Rosa (County),17,0,0,0,1,0,11,0,0,0,2,0,0,0,3,0,0,17,0
Low Risk,FL,Sarasota (County),18,0,0,0,0,0,12,0,0,0,1,0,0,0,5,0,0,18,0
Low Risk,FL,St. Johns (County),17,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,17,0
Low Risk,FL,St. Lucie (County),13,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,13,0
Low Risk,FL,Suwannee (County),19,0,0,0,0,0,13,0,0,0,2,0,0,0,4,0,0,19,0
Low Risk,FL,Volusia (County),17,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,17,0
Low Risk,FL,Wakulla (County),19,0,0,0,0,0,12,0,0,0,2,0,0,0,5,0,0,19,0
Low Risk,GA,Appling (County),11,0,0,0,0,0,7,0,0,0,0,0,0,1,3,0,0,11,0
Low Risk,GA,Atkinson (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Bacon (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Banks (County),7,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,7,0
Low Risk,GA,Barrow (County),5,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,5,0
Low Risk,GA,Bartow (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Ben Hill (County),7,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,7,0
Low Risk,GA,Berrien (County),10,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,10,0
Low Risk,GA,Bibb (County),5,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,5,0
Low Risk,GA,Bleckley (County),7,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,7,0
Low Risk,GA,Brantley (County),12,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,12,0
Low Risk,GA,Brooks (County),10,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,10,0
Low Risk,GA,Bryan (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Bulloch (County),14,0,0,0,0,0,8,0,0,2,0,0,0,1,3,0,0,14,0
Low Risk,GA,Butts (County),8,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,8,0
Low Risk,GA,Candler (County),13,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,13,0
Low Risk,GA,Catoosa (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Charlton (County),11,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,0,11,0
Low Risk,GA,Chatham (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Chattahoochee (County),6,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,6,0
Low Risk,GA,Chattooga (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Clayton (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Clinch (County),10,0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Cobb (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Colquitt (County),10,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,10,0
Low Risk,GA,Coweta (County),6,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,6,0
Low Risk,GA,Crisp (County),9,0,0,0,0,0,5,0,0,0,1,0,0,1,2,0,0,9,0
Low Risk,GA,Dooly (County),6,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,6,0
Low Risk,GA,Dougherty (County),7,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,7,0
Low Risk,GA,Early (County),6,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,6,0
Low Risk,GA,Echols (County),11,0,0,0,0,0,7,0,0,0,0,0,0,1,3,0,0,11,0
Low Risk,GA,Effingham (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Elbert (County),7,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,7,0
Low Risk,GA,Emanuel (County),12,0,0,0,0,0,8,0,0,2,0,0,0,0,2,0,0,12,0
Low Risk,GA,Evans (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Fannin (County),8,0,0,0,0,0,3,0,0,2,2,0,0,0,1,0,0,8,0
Low Risk,GA,Forsyth (County),6,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,6,0
Low Risk,GA,Georgetown - Quitman (County),5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0
Low Risk,GA,Gilmer (County),9,0,0,0,0,0,4,0,0,2,2,0,0,0,1,0,0,9,0
Low Risk,GA,Glascock (County),8,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,8,0
Low Risk,GA,Glynn (County),10,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,10,0
Low Risk,GA,Gordon (County),5,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,5,0
Low Risk,GA,Gwinnett (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Habersham (County),8,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,8,0
Low Risk,GA,Haralson (County),7,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,0,7,0
Low Risk,GA,Hart (County),6,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,6,0
Low Risk,GA,Heard (County),7,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,0,7,0
Low Risk,GA,Irwin (County),7,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,7,0
Low Risk,GA,Jeff Davis (County),11,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,11,0
Low Risk,GA,Jenkins (County),13,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,13,0
Low Risk,GA,Lanier (County),8,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,8,0
Low Risk,GA,Laurens (County),8,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,8,0
Low Risk,GA,Long (County),10,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,10,0
Low Risk,GA,Lumpkin (County),8,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,8,0
Low Risk,GA,McDuffie (County),7,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,7,0
Low Risk,GA,Meriwether (County),7,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,7,0
Low Risk,GA,Muscogee (County),5,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,5,0
Low Risk,GA,Oconee (County),5,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,5,0
Low Risk,GA,Oglethorpe (County),8,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,8,0
Low Risk,GA,Paulding (County),6,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,6,0
Low Risk,GA,Peach (County),6,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,6,0
Low Risk,GA,Rabun (County),7,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,7,0
Low Risk,GA,Rockdale (County),4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,GA,Schley (County),5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0
Low Risk,GA,Screven (County),13,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,13,0
Low Risk,GA,Spalding (County),6,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,6,0
Low Risk,GA,Stewart (County),6,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,6,0
Low Risk,GA,Talbot (County),5,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,5,0
Low Risk,GA,Taliaferro (County),8,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,8,0
Low Risk,GA,Tattnall (County),12,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,12,0
Low Risk,GA,Telfair (County),7,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,7,0
Low Risk,GA,Terrell (County),5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0
Low Risk,GA,Thomas (County),10,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,10,0
Low Risk,GA,Tift (County),9,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,9,0
Low Risk,GA,Toombs (County),11,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,11,0
Low Risk,GA,Towns (County),6,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,6,0
Low Risk,GA,Treutlen (County),10,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,10,0
Low Risk,GA,Troup (County),6,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,6,0
Low Risk,GA,Turner (County),9,0,0,0,0,0,5,0,0,0,1,0,0,1,2,0,0,9,0
Low Risk,GA,Twiggs (County),8,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,8,0
Low Risk,GA,Upson (County),8,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,0,8,0
Low Risk,GA,Ware (County),12,0,0,0,1,0,7,0,0,0,0,0,0,1,3,0,0,12,0
Low Risk,GA,Whitfield (County),5,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,5,0
Low Risk,GA,Wilcox (County),8,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,8,0
Low Risk,GA,Wilkes (County),8,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,8,0
Low Risk,GA,Wilkinson (County),7,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,7,0
Low Risk,HI,Hawaii (County),11,0,0,0,4,0,4,0,0,0,1,0,0,0,0,2,0,11,0
Low Risk,HI,Honolulu (County),5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,HI,Kauai (County),7,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,7,0
Low Risk,HI,Maui (County),13,0,0,0,5,1,4,1,0,0,2,0,0,0,0,0,0,13,0
Low Risk,IA,Allamakee (County),7,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,IA,Appanoose (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,IA,Audubon (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,IA,Black Hawk (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Bremer (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,IA,Buena Vista (County),6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0
Low Risk,IA,Cerro Gordo (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Chickasaw (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,IA,Clayton (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,IA,Davis (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,IA,Des Moines (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,IA,Dickinson (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,IA,Dubuque (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,IA,Emmet (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,IA,Fremont (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IA,Guthrie (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,IA,Ida (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,IA,Iowa (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,IA,Keokuk (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Kossuth (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,IA,Louisa (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IA,Lucas (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Mahaska (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Mills (County),4,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,4,0
Low Risk,IA,Monona (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IA,Muscatine (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,IA,O'Brien (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,IA,Page (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IA,Palo Alto (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,IA,Plymouth (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,IA,Pocahontas (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,IA,Pottawattamie (County),5,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,5,0
Low Risk,IA,Poweshiek (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,IA,Ringgold (County),3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0
Low Risk,IA,Sac (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,IA,Sioux (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,IA,Story (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,IA,Tama (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,IA,Wapello (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IA,Winnebago (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,IA,Winneshiek (County),8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0
Low Risk,IA,Woodbury (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,ID,Ada (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Benewah (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,ID,Bingham (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Bonner (County),5,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,ID,Bonneville (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Boundary (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,ID,Camas (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Canyon (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Cassia (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Clearwater (County),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,ID,Elmore (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,ID,Gem (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Gooding (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,ID,Idaho (County),5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,ID,Jerome (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Kootenai (County),5,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,ID,Latah (County),4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,ID,Minidoka (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Nez Perce (County),3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,ID,Shoshone (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,ID,Twin Falls (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ID,Valley (County),3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,IL,Alexander (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Bond (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Low Risk,IL,Bureau (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Christian (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Coles (County),2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
Low Risk,IL,De Witt (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Edgar (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Effingham (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Low Risk,IL,Jersey (County),2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
Low Risk,IL,Macoupin (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Low Risk,IL,McDonough (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Menard (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Low Risk,IL,Moultrie (County),2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
Low Risk,IL,Rock Island (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Sangamon (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Stephenson (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Vermilion (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IL,Whiteside (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Will (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IL,Winnebago (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Blackford (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Dearborn (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Elkhart (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Gibson (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Hendricks (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Huntington (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Kosciusko (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IN,LaGrange (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,LaPorte (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Owen (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,IN,Parke (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Porter (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Spencer (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,St. Joseph (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Starke (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Switzerland (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Tipton (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Vanderburgh (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IN,Vermillion (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Vigo (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,IN,Wabash (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,IN,Warrick (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,IN,Whitley (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,KS,Atchison (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Barber (County),4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,KS,Barton (County),8,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,8,0
Low Risk,KS,Bourbon (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Chase (County),4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0
Low Risk,KS,Chautauqua (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,KS,Cheyenne (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KS,Cloud (County),4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0
Low Risk,KS,Coffey (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,KS,Cowley (County),5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
Low Risk,KS,Dickinson (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Doniphan (County),6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0
Low Risk,KS,Edwards (County),7,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,7,0
Low Risk,KS,Elk (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,KS,Ellsworth (County),6,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,6,0
Low Risk,KS,Finney (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KS,Ford (County),7,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,7,0
Low Risk,KS,Geary (County),5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,0
Low Risk,KS,Gove (County),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Low Risk,KS,Graham (County),4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0
Low Risk,KS,Gray (County),6,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,6,0
Low Risk,KS,Greeley (County),4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0
Low Risk,KS,Greenwood (County),6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0
Low Risk,KS,Harper (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Harvey (County),6,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,6,0
Low Risk,KS,Hodgeman (County),7,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,7,0
Low Risk,KS,Jewell (County),3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0
Low Risk,KS,Kearny (County),4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0
Low Risk,KS,Kingman (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,KS,Lane (County),3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0
